Name_AR,Name_EN,Price,Brand_AR,Category_AR,Sub_Category_AR,Active_Ingredient,Requires_Fridge,Indications,Dosage
أيزوتريتينوين 20 مجم 30 كبسولات جيلاتينية رخوة,Isotretinoin 20 mg 30 Soft Gelatin Capsules,372,رانباكسي,الأدوية,علاجات حب الشباب,الايزوتريتينوين,No,علاج الحالات الشديدة من حب الشباب عند البالغين والمراهقين.,تناول كبسولة واحدة بالفم مرة واحدة يوميًا.
نيكسيكور 40 مجم 30 قرص مغلف,Nexicure 40 mg 30 Film Coated Tablets,228,زيتا فارما,الأدوية,مضادات الحموضة و قرحة المعدة,إيزوميبرازول,No,هو دواء مثبط لمضخة البروتون يقلل من حموضة المعدة.,الجرعة الموصى بها من Nexicure 40Mg 20 الاقراص المغلفة هي قرص واحد يوميا.
أوف سبراي للبشرة طارد للناموس للعائلة 180 مل,Off Mosquito Repellent Spray 180 ml,225,جونسون,العناية اليومية,طارد الحشرات,N/A,No,,
فلاتيديل أقراص للمضغ 30 قرص,Flatidyl 40 mg 30 Chewable Tablets,54,القاهرة,الأدوية,مهضم ومضاد للانتفاخات,سيمثيكون,No,فلاتيديل هو دواء يستخدم تخفيف الغازات والانتفاخ. طريقة الاستعمال : امضغ 1-2 قرص بعد الوجبات وفي وقت النوم ، أو حسب توجيهات الطبيب.,
توسيسوب 30 مجم/5 مل شراب 100 مل,Tussistop 30 mg/5 ml Syrup 100 ml,49,أتكو فارما,الأدوية,أدوية الكحة,ليفودروبروبيزين,No,علاج السعال الجاف.,للبالغين والأطفال الذين تبلغ أعمارهم 12 عامًا فما فوق: 10 مل (2 ملعقة صغيرة) ثلاث مرات في اليوم. للأطفال الذين تتراوح أعمارهم بين 6 و12 عامًا: 5 مل (1 ملعقة صغيرة) ثلاث مرات في اليوم. للأطفال الذين تتراوح أعمارهم بين 2 و5 سنوات: 2.5 مل (نصف ملعقة صغيرة) ثلاث مرات في اليوم.
كيروفيت 15 كبسولة,Kerovit 15 Capsules,150,امون,فيتامينات & طعام صحي,فيتامينات متعددة,N/A,No,كيروفيت هو مكمل غذائي مصمم لدعم الصحة العامة من خلال توفير الفيتامينات والمعادن الأساسية التي قد تكون ناقصة في النظام الغذائي.,
كوليروز بلس 10/20 مجم 28 قرص مغلف,Cholerose Plus 10/20 mg 28 Film Coated Tablets,276,ماركيرل,الأدوية,أمراض القلب و الضغط و الدم,إيزيتيميب+روزوفاستاتين,No,كوليروز بلس هو دواء مركب يستخدم لخفض الكوليسترول. يحتوي على اثنين من المواد الفعالة: روزوفاستاتين و إزيتيميب.,الجرعة المعتادة هي قرص واحد مرة واحدة يوميا. قد يقوم طبيبك بضبط جرعتك بناءً على احتياجاتك و حالتك الصحية.
نيتروماك ريتارد 2.5 مجم 60 كبسولة,Nitromak Retard 2.5 mg 60 Capsules,96,أكتوبر فارما,الأدوية,أمراض القلب و الضغط و الدم,نيتروجليسيرين,No,هو دواء وصفة طبية منع وعلاج الذبحة الصدرية (ألم الصدر). إنه موسع للأوعية ، مما يعني أنه باسط للأوعية الدموية ويحسن تدفق الدم إلى القلب.,الجرعة العادية لنيتروماك ريتارد هي 5 مليجرام مرة واحدة يوميًا. ومع ذلك، يمكن تعديل الجرعة حسب احتياجات الفرد.
بيبون بلس 20 كبسولة,Pepon Plus 20 Capsules,150,ميباكو فارما,فيتامينات & طعام صحي,مكملات عشبية أخرى,N/A,No,,
تارج 80 مجم 14 قرص مغلف,Tareg 80 mg 14 Film Coated Tablets,148,نوفارتس,الأدوية,أمراض القلب و الضغط و الدم,فالسارتان,No,يستخدم هذا الدواء لعلاج ارتفاع ضغط الدم. ويمكن استخدامه أيضًا لعلاج قصور القلب أو لتقليل خطر الإصابة بالسكتة الدماغية.,قرص واحد يومياً.
كريستور 20 مجم 28 قرص مغلف,Crestor 20 mg 28 Film Coated Tablets,600,أسترازينيكا,الأدوية,أمراض القلب و الضغط و الدم,روزوفاستاتين,No,لخفض مستويات الكوليسترول في الدم ، بما في ذلك الكوليسترول الضار والدهون الثلاثية. لزيادة مستويات الكوليسترول الحميد (جيد). لتقليل خطر الإصابة بالنوبات القلبية والسكتة الدماغية ومشاكل القلب والأوعية الدموية الأخرى.,جرعة البدء المعتادة هي 5 أو 10 مليجرام مرة واحدة يوميا. قد يقوم طبيبك بتعديل جرعتك حسب الحاجة ، بناء على مستويات الكوليسترول لديك والاستجابة للعلاج. الجرعة القصوى الموصى بها هي 40 مجم مرة واحدة يوميا.
نوستامين قطرة 15 مل,Nostamine Eye/Nose Drops 15 ml,22,إيبيكو,الأدوية,مضاد للالتهابات للعين,كلورفينييرامين+نافازولين,No,تخفيف أعراض الحساسية التي تصيب العين والأنف تخفيف مؤقت لاحتقان الأنف وحكة العين,اتبع الجرعة الموصى بها كما ينصح مقدم الرعاية الصحية لا تتجاوز الجرعة الموصوفة
نانازوكسيد 500 مجم 18 قرص,Nanazoxid 500 mg 18 Tablets,114,يوتوبيا,الأدوية,علاج الاسهال,نيتازوكسانيد,No,دواء مُضاد للبروتوزوا يُستخدم لعلاج الإسهال الذي يسببه جيارديا لامبليا وكريبتوسبوريديوم بارفوم. يعمل بالتدخل في عملية الأيض لدى الطفيليات.,البالغين والأطفال الذين تزيد أعمارهم عن 12 سنة: تناول 1 قرص عن طريق الفم مرتين يومياً لمدة 3 أيام. الأطفال الذين تقل أعمارهم عن 12 سنة: تحدث إلى طبيبك.
سيرفيتام 20 كبسولة,Cervitam 20 Capsules,118,ايجي فار,الأدوية,منبهات الجهاز العصبي,بيراسيتام + فينكامين,No,هو مكمل غذائي يساعد على تحسين وظائف الدماغ والذاكرة والتركيز. - يحتوي على مزيج من بيراسيتام و فينكامين، وكلاهما معروفان بتأثيراتهما المحسنة للقدرات العصبية.,
سيفترياكسون 1 جم 1 فيال للحقن العضلى,Ceftriaxone 1 gm I.M. Vial,95,ساندوز,الأدوية,مضادات حيوية,سيفترياكسون,No,مضاد حيوي واسع المجال. يستخدم لعلاج أنواع مختلفة من العدوى البكتيرية مثل: الالتهاب الرئوي و السيلان و داء لايم.,تحدد بواسطة الطبيب.
ماسكو ميد كيس جمع بول 2000 مل,Masco Mid Urinary Drainage Bag 2000 ml,15,ماسكو ميد,الأجهزة والمستلزمات الطبية,اكياس جمع البول,N/A,No,,
رينيو مالتي بلس محلول عدسات لاصقة 120 مل,Renu Multi Plus Contact Lenses Solution 120 ml,355,بوش اند لومب,منتجات التجميل و الاكسسوارات,محلول العدسات,N/A,No,,
أنتينال 220 مجم /5 مل 60 مل معلق,Antinal 220 mg/5 ml Suspension 60 ml,24,امون,العناية بصحة الأطفال,علاج الاسهال,N/A,No,دواء من مضادات العدوى يستخدم لعلاج الإسهال الناتجعن البكتيريا. يعمل عن طريق قتل البكتيريا التي تسبب الإسهال.,
أومنيك أوكاس 0.4 مجم 30 كبسولة,Omnic Ocas 0.4 mg 30 Modified Release Capsules,282,استيلاس فارما,الأدوية,امراض البروستاتا,تامسولوسين,No,علاج أعراض المسالك البولية السفلية (LUTS) المرتبطة بتضخم البروستاتا الحميد (BPH) عند الرجال.,كبسولة واحدة يوميًا.
أكرتين 0.05% كريم موضعي 30 جرام,Acretin 0.05% Topical Cream 30 gm,43,جمجوم فارما,الأدوية,علاجات حب الشباب,تريتينوين,No,,
كولشيسين 500 ميكروجرام 100 قرص,Colchicine 500 mcg 100 Tablets,190,النصر,الأدوية,حصوات الكلى,كولشيسين,No,علاج نوبات النقرس الحادة. منع نوبات النقرس المتكررة. علاج الحمى البحر الأبيض المتوسط.,1-2 قرص (500-1000 ميكروجرام) مرة أو مرتين يوميًا لمنع نوبات النقرس. 2 أقراص (1 مليجرام) تليها قرص واحد (500 ميكروجرام) كل ساعة حتى يتم تخفيف الألم والتورم لعلاج نوبات النقرس الحادة. لا تتناول أكثر من 6 مليجرام (12 أقراص) في فترة 24 ساعة.
زيروفازيت 10/10 مجم 30 قرص مغلف,Zyrovazet 10 mg/10 mg 30 Film Coated Tablets,216,اكسيدا فارما,الأدوية,أمراض القلب و الضغط و الدم,إيزيتيميب+روزوفاستاتين,No,خفض مستويات الكوليسترول في الدم، بما في ذلك الكوليسترول منخفض الكثافة (LDL) والثلاثي جليسريدات، والكوليسترول الإجمالي، وزيادة مستويات الكوليسترول من الكثافة العالية (HDL). تقليل خطر الإصابة بأزمة قلبية وجلطة دماغية وأحداث قلبية وعائية أخرى.,الجرعة البدئية العادية لزيروفازيت هي 10 مليجرام/10 مليجرام مرة واحدة يوميًا. قد يقوم طبيبك بضبط جرعتك حسب الحاجة.
تريتاس 2.5 مجم 14 قرص,Tritace 2.5 mg 14 Tablets,54,سانوفى,الأدوية,أمراض القلب و الضغط و الدم,راميبريل,No,,
جينيرا 21 قرص,Gynera 21 Tablets,124,باير,الأدوية,موانع الحمل,الإيثين استراديول+الجستودين,No,منع الحمل,قرص واحد في اليوم
امريزول 500 مجم فيال 100 مل,Amrizole 500 mg Vial 100 ml,47,العامرية,الأدوية,مضادات الطفيليات,ميترونيدازول,No,دواء مضاد للبكتيريا ومضاد للطفيلي يعالج مجموعة متنوعة من الالتهابات البكتيرية والطفيلية ، بما في ذلك داء المشعرات ، والأميبات ، والجيارديا مناسب للبالغين والأطفال فوق سن 12 عامًا,البالغون: 500 مجم مرتين يوميًا لمدة 7 أيام الأطفال فوق سن 12 عامًا: 250 مجم مرتين يوميًا لمدة 7 أيام
كولونا 40 قرص مغلف,Colona 40 Film Coated Tablets,92,راميدا,الأدوية,مضاد للتقلصات,ميبيفرين+سلبيريد,No,,
